,country,athlete_name,sport_name,event_name,medal_type
13,New Zealand,SPOORS Lucy,Rowing;ROW;,Women's Eight,Silver Medal
14,ROC,ORIABINSKAIA Elena,Rowing;ROW;,Women's Pair,Silver Medal
15,ROC,STEPANOVA Vasilisa,Rowing;ROW;,Women's Pair,Silver Medal
16,Netherlands,CLEVERING Ymkje,Rowing;ROW;,Women's Four,Silver Medal
17,Netherlands,FLORIJN Karolien,Rowing;ROW;,Women's Four,Silver Medal
18,Netherlands,HOGERWERF Ellen,Rowing;ROW;,Women's Four,Silver Medal
19,Netherlands,MEESTER Veronique,Rowing;ROW;,Women's Four,Silver Medal
0,ROC,PRAKATSEN Hanna,Rowing;ROW;,Women's Single Sculls,Silver Medal
1,New Zealand,DONOGHUE Brooke,Rowing;ROW;,Women's Double Sculls,Silver Medal
2,New Zealand,OSBORNE Hannah,Rowing;ROW;,Women's Double Sculls,Silver Medal
3,France,BOVE Claire,Rowing;ROW;,Lightweight Women's Double Sculls,Silver Medal
4,France,TARANTOLA Laura,Rowing;ROW;,Lightweight Women's Double Sculls,Silver Medal
5,Poland,KOBUS-ZAWOJSKA Agnieszka,Rowing;ROW;,Women's Quadruple Sculls,Silver Medal
6,Poland,SAJDAK Maria,Rowing;ROW;,Women's Quadruple Sculls,Silver Medal
7,Poland,WIELICZKO Marta,Rowing;ROW;,Women's Quadruple Sculls,Silver Medal
8,Poland,ZILLMANN Katarzyna,Rowing;ROW;,Women's Quadruple Sculls,Silver Medal
9,New Zealand,BAKER Kurt,Rugby Sevens;RUG;,Men,Silver Medal
10,New Zealand,COLLIER Dylan,Rugby Sevens;RUG;,Men,Silver Medal
11,New Zealand,CURRY Scott,Rugby Sevens;RUG;,Men,Silver Medal
12,New Zealand,KNEWSTUBB Andrew,Rugby Sevens;RUG;,Men,Silver Medal
13,New Zealand,McGARVEY-BLACK Ngarohi,Rugby Sevens;RUG;,Men,Silver Medal
14,New Zealand,MIKKELSON Tim,Rugby Sevens;RUG;,Men,Silver Medal
15,New Zealand,MOLIA Sione,Rugby Sevens;RUG;,Men,Silver Medal
16,New Zealand,NANAI-SETURO Etene,Rugby Sevens;RUG;,Men,Silver Medal
17,New Zealand,NG SHIU Tone,Rugby Sevens;RUG;,Men,Silver Medal
18,New Zealand,NICOLE Amanaki,Rugby Sevens;RUG;,Men,Silver Medal
19,New Zealand,WARBRICK William,Rugby Sevens;RUG;,Men,Silver Medal
0,New Zealand,WARE Regan,Rugby Sevens;RUG;,Men,Silver Medal
1,New Zealand,WEBBER Joe,Rugby Sevens;RUG;,Men,Silver Medal
2,France,BERTRAND Coralie,Rugby Sevens;RUG;,Women,Silver Medal
3,France,CIOFANI Anne-Cecile,Rugby Sevens;RUG;,Women,Silver Medal
4,France,DROUIN Caroline,Rugby Sevens;RUG;,Women,Silver Medal
5,France,GRASSINEAU Camille,Rugby Sevens;RUG;,Women,Silver Medal
6,France,GUERIN Lina,Rugby Sevens;RUG;,Women,Silver Medal
7,France,HORTA Fanny,Rugby Sevens;RUG;,Women,Silver Medal
8,France,IZAR Shannon,Rugby Sevens;RUG;,Women,Silver Medal
9,France,JACQUET Chloe,Rugby Sevens;RUG;,Women,Silver Medal
10,France,NEISEN Carla,Rugby Sevens;RUG;,Women,Silver Medal
11,France,OKEMBA Seraphine,Rugby Sevens;RUG;,Women,Silver Medal
12,France,PELLE Chloe,Rugby Sevens;RUG;,Women,Silver Medal
13,France,ULUTULE Jade,Rugby Sevens;RUG;,Women,Silver Medal
14,Sweden,BERGSTROM Fredrik,Sailing;SAL;,Men's Two Person Dinghy - 470,Silver Medal
15,Sweden,DAHLBERG Anton,Sailing;SAL;,Men's Two Person Dinghy - 470,Silver Medal
16,New Zealand,BURLING Peter,Sailing;SAL;,Men's Skiff - 49er,Silver Medal
17,New Zealand,TUKE Blair,Sailing;SAL;,Men's Skiff - 49er,Silver Medal
18,Hungary,BERECZ Zsombor,Sailing;SAL;,Men's One Person Dinghy (Heavyweight) - Finn,Silver Medal
19,Croatia,STIPANOVIC Tonci,Sailing;SAL;,Men's One Person Dinghy - Laser,Silver Medal
0,France,GOYARD Thomas,Sailing;SAL;,Men's Windsurfer - RS:X,Silver Medal
1,Poland,OGAR Jolanta,Sailing;SAL;,Women's Two Person Dinghy - 470,Silver Medal
2,Poland,SKRZYPULEC Agnieszka,Sailing;SAL;,Women's Two Person Dinghy - 470,Silver Medal
3,Germany,BEUCKE Susann,Sailing;SAL;,Women's Skiff - 49er FX,Silver Medal
4,Germany,LUTZ Tina,Sailing;SAL;,Women's Skiff - 49er FX,Silver Medal
5,Sweden,OLSSON Josefin,Sailing;SAL;,Women's One Person Dinghy - Laser Radial,Silver Medal
6,France,PICON Charline,Sailing;SAL;,Women's Windsurfer - RS:X,Silver Medal
7,Great Britain,BURNET Anna,Sailing;SAL;,Mixed Multihull - Nacra 17 Foiling,Silver Medal
8,Great Britain,GIMSON John,Sailing;SAL;,Mixed Multihull - Nacra 17 Foiling,Silver Medal
9,Serbia,MIKEC Damir,Shooting;SHO;,10m Air Pistol Men,Silver Medal
10,People's Republic of China,SHENG Lihao,Shooting;SHO;,10m Air Rifle Men,Silver Medal
11,ROC,KAMENSKIY Sergey,Shooting;SHO;,50m Rifle 3 Positions Men,Silver Medal
12,Cuba,PUPO Leuris,Shooting;SHO;,25m Rapid Fire Pistol Men,Silver Medal
13,Denmark,HANSEN Jesper,Shooting;SHO;,Skeet Men,Silver Medal
14,Czech Republic,KOSTELECKY David,Shooting;SHO;,Trap Men,Silver Medal
15,Bulgaria,KOSTADINOVA Antoaneta,Shooting;SHO;,10m Air Pistol Women,Silver Medal
16,ROC,GALASHINA Anastasiia,Shooting;SHO;,10m Air Rifle Women,Silver Medal
17,ROC,ZYKOVA Yulia,Shooting;SHO;,50m Rifle 3 Positions Women,Silver Medal
18,Italy,BACOSI Diana,Shooting;SHO;,Skeet Women,Silver Medal
19,Republic of Korea,KIM Minjung,Shooting;SHO;,25m Pistol Women,Silver Medal
0,United States of America,BROWNING Kayle,Shooting;SHO;,Trap Women,Silver Medal
1,ROC,BATSARASHKINA Vitalina,Shooting;SHO;,10m Air Pistol Mixed Team,Silver Medal
2,ROC,CHERNOUSOV Artem,Shooting;SHO;,10m Air Pistol Mixed Team,Silver Medal
3,United States of America,KOZENIESKY Lucas,Shooting;SHO;,10m Air Rifle Mixed Team,Silver Medal
4,United States of America,TUCKER Mary Carolynn,Shooting;SHO;,10m Air Rifle Mixed Team,Silver Medal
5,San Marino,BERTI Gian Marco,Shooting;SHO;,Trap Mixed Team,Silver Medal
6,San Marino,PERILLI Alessandra,Shooting;SHO;,Trap Mixed Team,Silver Medal
7,Brazil,BARROS Pedro,Skateboarding;SKB;,Men's Park,Silver Medal
8,Brazil,HOEFLER Kelvin,Skateboarding;SKB;,Men's Street,Silver Medal
9,Japan,HIRAKI Kokona,Skateboarding;SKB;,Women's Park,Silver Medal
10,Brazil,LEAL Rayssa,Skateboarding;SKB;,Women's Street,Silver Medal
11,United States of America,COLEMAN Nathaniel,Sport Climbing;CLB;,Men's Combined,Silver Medal
12,Japan,NONAKA Miho,Sport Climbing;CLB;,Women's Combined,Silver Medal
13,Japan,IGARASHI Kanoa,Surfing;SRF;,Men,Silver Medal
14,South Africa,BUITENDAG Bianca,Surfing;SRF;,Women,Silver Medal
15,ROC,KOLESNIKOV Kliment,Swimming;SWM;,Men's 100m Backstroke,Silver Medal
16,Hungary,MILAK Kristof,Swimming;SWM;,Men's 100m Butterfly,Silver Medal
17,Netherlands,KAMMINGA Arno,Swimming;SWM;,Men's 100m Breaststroke,Silver Medal
18,Australia,CHALMERS Kyle,Swimming;SWM;,Men's 100m Freestyle,Silver Medal
19,Ukraine,ROMANCHUK Mykhailo,Swimming;SWM;,Men's 1500m Freestyle,Silver Medal
0,United States of America,MURPHY Ryan,Swimming;SWM;,Men's 200m Backstroke,Silver Medal
1,Japan,HONDA Tomoru,Swimming;SWM;,Men's 200m Butterfly,Silver Medal
2,Netherlands,KAMMINGA Arno,Swimming;SWM;,Men's 200m Breaststroke,Silver Medal
3,Great Britain,SCOTT Duncan,Swimming;SWM;,Men's 200m Freestyle,Silver Medal
4,Great Britain,SCOTT Duncan,Swimming;SWM;,Men's 200m Individual Medley,Silver Medal
5,Australia,McLOUGHLIN Jack,Swimming;SWM;,Men's 400m Freestyle,Silver Medal
6,United States of America,LITHERLAND Jay,Swimming;SWM;,Men's 400m Individual Medley,Silver Medal
7,Italy,CECCON Thomas,Swimming;SWM;,Men's 4 x 100m Freestyle Relay,Silver Medal
8,Italy,CONDORELLI Santo,Swimming;SWM;,Men's 4 x 100m Freestyle Relay,Silver Medal
9,Italy,FRIGO Manuel,Swimming;SWM;,Men's 4 x 100m Freestyle Relay,Silver Medal
10,Italy,MIRESSI Alessandro,Swimming;SWM;,Men's 4 x 100m Freestyle Relay,Silver Medal
11,Italy,ZAZZERI Lorenzo,Swimming;SWM;,Men's 4 x 100m Freestyle Relay,Silver Medal
12,Great Britain,GREENBANK Luke,Swimming;SWM;,Men's 4 x 100m Medley Relay,Silver Medal
13,Great Britain,GUY James,Swimming;SWM;,Men's 4 x 100m Medley Relay,Silver Medal
14,Great Britain,PEATY Adam,Swimming;SWM;,Men's 4 x 100m Medley Relay,Silver Medal
15,Great Britain,SCOTT Duncan,Swimming;SWM;,Men's 4 x 100m Medley Relay,Silver Medal
16,Great Britain,WILBY James,Swimming;SWM;,Men's 4 x 100m Medley Relay,Silver Medal
17,ROC,DOVGALYUK Mikhail,Swimming;SWM;,Men's 4 x 200m Freestyle Relay,Silver Medal
18,ROC,GIREV Ivan,Swimming;SWM;,Men's 4 x 200m Freestyle Relay,Silver Medal
19,ROC,KRASNYKH Aleksandr,Swimming;SWM;,Men's 4 x 200m Freestyle Relay,Silver Medal
0,ROC,MALYUTIN Martin,Swimming;SWM;,Men's 4 x 200m Freestyle Relay,Silver Medal
1,ROC,RYLOV Evgeny,Swimming;SWM;,Men's 4 x 200m Freestyle Relay,Silver Medal
2,ROC,VEKOVISHCHEV Mikhail,Swimming;SWM;,Men's 4 x 200m Freestyle Relay,Silver Medal
3,France,MANAUDOU Florent,Swimming;SWM;,Men's 50m Freestyle,Silver Medal
4,Italy,PALTRINIERI Gregorio,Swimming;SWM;,Men's 800m Freestyle,Silver Medal
5,Canada,MASSE Kylie,Swimming;SWM;,Women's 100m Backstroke,Silver Medal
6,People's Republic of China,ZHANG Yufei,Swimming;SWM;,Women's 100m Butterfly,Silver Medal
7,South Africa,SCHOENMAKER Tatjana,Swimming;SWM;,Women's 100m Breaststroke,Silver Medal
8,"Hong Kong, China",HAUGHEY Siobhan Bernadette,Swimming;SWM;,Women's 100m Freestyle,Silver Medal
9,United States of America,SULLIVAN Erica,Swimming;SWM;,Women's 1500m Freestyle,Silver Medal
10,Canada,MASSE Kylie,Swimming;SWM;,Women's 200m Backstroke,Silver Medal
11,United States of America,SMITH Regan,Swimming;SWM;,Women's 200m Butterfly,Silver Medal
12,United States of America,KING Lilly,Swimming;SWM;,Women's 200m Breaststroke,Silver Medal
13,"Hong Kong, China",HAUGHEY Siobhan Bernadette,Swimming;SWM;,Women's 200m Freestyle,Silver Medal
14,United States of America,WALSH Alex,Swimming;SWM;,Women's 200m Individual Medley,Silver Medal
15,United States of America,LEDECKY Kathleen,Swimming;SWM;,Women's 400m Freestyle,Silver Medal
16,United States of America,WEYANT Emma,Swimming;SWM;,Women's 400m Individual Medley,Silver Medal
17,Canada,MACNEIL Margaret,Swimming;SWM;,Women's 4 x 100m Freestyle Relay,Silver Medal
18,Canada,OLEKSIAK Penny,Swimming;SWM;,Women's 4 x 100m Freestyle Relay,Silver Medal
19,Canada,RUCK Taylor,Swimming;SWM;,Women's 4 x 100m Freestyle Relay,Silver Medal
0,Canada,SANCHEZ Kayla,Swimming;SWM;,Women's 4 x 100m Freestyle Relay,Silver Medal
1,Canada,SMITH Rebecca,Swimming;SWM;,Women's 4 x 100m Freestyle Relay,Silver Medal
2,United States of America,BROWN Erika,Swimming;SWM;,Women's 4 x 100m Medley Relay,Silver Medal
3,United States of America,CURZAN Claire,Swimming;SWM;,Women's 4 x 100m Medley Relay,Silver Medal
4,United States of America,HUSKE Torri,Swimming;SWM;,Women's 4 x 100m Medley Relay,Silver Medal
5,United States of America,JACOBY Lydia,Swimming;SWM;,Women's 4 x 100m Medley Relay,Silver Medal
6,United States of America,KING Lilly,Swimming;SWM;,Women's 4 x 100m Medley Relay,Silver Medal
7,United States of America,SMITH Regan,Swimming;SWM;,Women's 4 x 100m Medley Relay,Silver Medal
8,United States of America,WEITZEIL Abbey,Swimming;SWM;,Women's 4 x 100m Medley Relay,Silver Medal
9,United States of America,WHITE Rhyan Elizabeth,Swimming;SWM;,Women's 4 x 100m Medley Relay,Silver Medal
10,United States of America,FORDE Brooke,Swimming;SWM;,Women's 4 x 200m Freestyle Relay,Silver Medal
11,United States of America,LEDECKY Kathleen,Swimming;SWM;,Women's 4 x 200m Freestyle Relay,Silver Medal
12,United States of America,MADDEN Paige,Swimming;SWM;,Women's 4 x 200m Freestyle Relay,Silver Medal
13,United States of America,Mc LAUGHLIN Kathryn,Swimming;SWM;,Women's 4 x 200m Freestyle Relay,Silver Medal
14,United States of America,SCHMITT Allison,Swimming;SWM;,Women's 4 x 200m Freestyle Relay,Silver Medal
15,United States of America,SIMS Arabella,Swimming;SWM;,Women's 4 x 200m Freestyle Relay,Silver Medal
16,Sweden,SJOESTROEM Sarah,Swimming;SWM;,Women's 50m Freestyle,Silver Medal
17,Australia,TITMUS Ariarne,Swimming;SWM;,Women's 800m Freestyle,Silver Medal
18,People's Republic of China,XU Jiayu,Swimming;SWM;,Mixed 4 x 100m Medley Relay,Silver Medal
19,People's Republic of China,YAN Zibei,Swimming;SWM;,Mixed 4 x 100m Medley Relay,Silver Medal
0,People's Republic of China,YANG Junxuan,Swimming;SWM;,Mixed 4 x 100m Medley Relay,Silver Medal
1,People's Republic of China,ZHANG Yufei,Swimming;SWM;,Mixed 4 x 100m Medley Relay,Silver Medal
2,People's Republic of China,FAN Zhendong,Table Tennis;TTE;,Men's Singles,Silver Medal
3,Germany,BOLL Timo,Table Tennis;TTE;,Men's Team,Silver Medal
4,Germany,FRANZISKA Patrick,Table Tennis;TTE;,Men's Team,Silver Medal
5,Germany,OVTCHAROV Dimitrij,Table Tennis;TTE;,Men's Team,Silver Medal
6,People's Republic of China,SUN Yingsha,Table Tennis;TTE;,Women's Singles,Silver Medal
7,Japan,HIRANO Miu,Table Tennis;TTE;,Women's Team,Silver Medal
8,Japan,ISHIKAWA Kasumi,Table Tennis;TTE;,Women's Team,Silver Medal
9,Japan,ITO Mima,Table Tennis;TTE;,Women's Team,Silver Medal
10,People's Republic of China,LIU Shiwen,Table Tennis;TTE;,Mixed Doubles,Silver Medal
11,People's Republic of China,XU Xin,Table Tennis;TTE;,Mixed Doubles,Silver Medal
12,Tunisia,JENDOUBI Mohamed Khalil,Taekwondo;TKW;,Men -58kg,Silver Medal
13,Great Britain,SINDEN Bradly,Taekwondo;TKW;,Men -68kg,Silver Medal
14,Jordan,ELSHARABATY Saleh,Taekwondo;TKW;,Men -80kg,Silver Medal
15,North Macedonia,GEORGIEVSKI Dejan,Taekwondo;TKW;,Men +80kg,Silver Medal
16,Spain,CEREZO IGLESIAS Adriana,Taekwondo;TKW;,Women -49kg,Silver Medal
17,ROC,MININA Tatiana,Taekwondo;TKW;,Women -57kg,Silver Medal
18,Great Britain,WILLIAMS Lauren,Taekwondo;TKW;,Women -67kg,Silver Medal
19,Republic of Korea,LEE Dabin,Taekwondo;TKW;,Women +67kg,Silver Medal
0,Croatia,CILIC Marin,Tennis;TEN;,Men's Doubles,Silver Medal
1,Croatia,DODIG Ivan,Tennis;TEN;,Men's Doubles,Silver Medal
2,ROC,KHACHANOV Karen,Tennis;TEN;,Men's Singles,Silver Medal
3,Switzerland,BENCIC Belinda,Tennis;TEN;,Women's Doubles,Silver Medal
4,Switzerland,GOLUBIC Viktorija,Tennis;TEN;,Women's Doubles,Silver Medal
5,Czech Republic,VONDROUSOVA Marketa,Tennis;TEN;,Women's Singles,Silver Medal
6,ROC,KARATSEV Aslan,Tennis;TEN;,Mixed Doubles,Silver Medal
7,ROC,VESNINA Elena,Tennis;TEN;,Mixed Doubles,Silver Medal
8,People's Republic of China,DONG Dong,Trampoline Gymnastics;GTR;,Men,Silver Medal
9,People's Republic of China,LIU Lingling,Trampoline Gymnastics;GTR;,Women,Silver Medal
10,Great Britain,YEE Alex,Triathlon;TRI;,Men's Individual,Silver Medal
11,Great Britain,TAYLOR-BROWN Georgia,Triathlon;TRI;,Women's Individual,Silver Medal
12,United States of America,KNIBB Taylor,Triathlon;TRI;,Mixed Relay,Silver Medal
13,United States of America,McDOWELL Kevin,Triathlon;TRI;,Mixed Relay,Silver Medal
14,United States of America,PEARSON Morgan,Triathlon;TRI;,Mixed Relay,Silver Medal
15,United States of America,ZAFERES Katie,Triathlon;TRI;,Mixed Relay,Silver Medal
16,ROC,BOGDAN Denis,Volleyball;VVO;,Men,Silver Medal
17,ROC,GOLUBEV Valentin,Volleyball;VVO;,Men,Silver Medal
18,ROC,IAKOVLEV Ivan,Volleyball;VVO;,Men,Silver Medal
19,ROC,KLIUKA Egor,Volleyball;VVO;,Men,Silver Medal
0,ROC,KOBZAR Igor,Volleyball;VVO;,Men,Silver Medal
1,ROC,KURKAEV Ilyas,Volleyball;VVO;,Men,Silver Medal
2,ROC,MIKHAYLOV Maxim,Volleyball;VVO;,Men,Silver Medal
3,ROC,PANKOV Pavel,Volleyball;VVO;,Men,Silver Medal
4,ROC,PODLESNYKH Yaroslav,Volleyball;VVO;,Men,Silver Medal
5,ROC,POLETAEV Victor,Volleyball;VVO;,Men,Silver Medal
6,ROC,VOLKOV Dmitry,Volleyball;VVO;,Men,Silver Medal
7,ROC,VOLVICH Artem,Volleyball;VVO;,Men,Silver Medal
8,Brazil,BRAGA GUIMARAES Gabriela,Volleyball;VVO;,Women,Silver Medal
9,Brazil,BRAIT Camila,Volleyball;VVO;,Women,Silver Medal
10,Brazil,CAIXETA Tandara,Volleyball;VVO;,Women,Silver Medal
11,Brazil,CORREA Ana Beatriz,Volleyball;VVO;,Women,Silver Medal
12,Brazil,da SILVA Ana Carolina,Volleyball;VVO;,Women,Silver Medal
13,Brazil,de OLIVEIRA SAAD GATTAZ Caroline,Volleyball;VVO;,Women,Silver Medal
14,Brazil,MENEZES OLIVEIRA de SOUZA Ana Cris.,Volleyball;VVO;,Women,Silver Medal
15,Brazil,MONTIBELLER Rosamaria,Volleyball;VVO;,Women,Silver Medal
16,Brazil,PEREIRA Natalia,Volleyball;VVO;,Women,Silver Medal
17,Brazil,RATZKE Roberta Silva,Volleyball;VVO;,Women,Silver Medal
18,Brazil,RODRIGUES Fernanda,Volleyball;VVO;,Women,Silver Medal
19,Brazil,SILVA CARNEIRO Macris Fernanda,Volleyball;VVO;,Women,Silver Medal
0,Spain,BACH Marta,Water Polo;WPO;,Women,Silver Medal
1,Spain,ESPAR LLAQUET Anna,Water Polo;WPO;,Women,Silver Medal
2,Spain,ESPAR LLAQUET Clara,Water Polo;WPO;,Women,Silver Medal
3,Spain,ESTER RAMOS Laura,Water Polo;WPO;,Women,Silver Medal
4,Spain,FORCA ARIZA Judith,Water Polo;WPO;,Women,Silver Medal
5,Spain,GARCIA GODOY Maica,Water Polo;WPO;,Women,Silver Medal
6,Spain,GONZALEZ LOPEZ Irene,Water Polo;WPO;,Women,Silver Medal
7,Spain,LEITON ARRONES Paula,Water Polo;WPO;,Women,Silver Medal
8,Spain,ORTIZ Bea,Water Polo;WPO;,Women,Silver Medal
9,Spain,PENA Pili,Water Polo;WPO;,Women,Silver Medal
10,Spain,RUIZ Elena,Water Polo;WPO;,Women,Silver Medal
11,Spain,SANCHEZ GONZALEZ Maria Elena,Water Polo;WPO;,Women,Silver Medal
12,Spain,TARRAGO AYMERICH Roser,Water Polo;WPO;,Women,Silver Medal
13,Armenia,MARTIROSYAN Simon,Weightlifting;WLF;,Men's 109kg,Silver Medal
14,Indonesia,IRAWAN Eko Yuli,Weightlifting;WLF;,Men's 61kg,Silver Medal
15,Colombia,MOSQUERA LOZANO Luis Javier,Weightlifting;WLF;,Men's 67kg,Silver Medal
16,Venezuela,MAYORA PERNIA Julio Ruben,Weightlifting;WLF;,Men's 73kg,Silver Medal
17,Dominican Republic,BONNAT MICHEL Zacarias,Weightlifting;WLF;,Men's 81kg,Silver Medal
18,Venezuela,VALLENILLA SANCHEZ Keydomar Giovan.,Weightlifting;WLF;,Men's 96kg,Silver Medal
19,Islamic Republic of Iran,DAVOUDI Ali,Weightlifting;WLF;,Men's +109kg,Silver Medal
0,India,MIRABAI Chanu Saikhom,Weightlifting;WLF;,Women's 49kg,Silver Medal
1,People's Republic of China,LIAO Qiuyun,Weightlifting;WLF;,Women's 55kg,Silver Medal
2,Turkmenistan,GURYEVA Polina,Weightlifting;WLF;,Women's 59kg,Silver Medal
3,Italy,BORDIGNON Giorgia,Weightlifting;WLF;,Women's 64kg,Silver Medal
4,United States of America,NYE Katherine Elizabeth,Weightlifting;WLF;,Women's 76kg,Silver Medal
5,Ecuador,SALAZAR ARCE Tamara Yajaira,Weightlifting;WLF;,Women's 87kg,Silver Medal
6,Great Britain,CAMPBELL Emily Jade,Weightlifting;WLF;,Women's +87kg,Silver Medal
7,Georgia,PETRIASHVILI Geno,Wrestling;WRE;,Men's Freestyle 125kg,Silver Medal
8,India,RAVI Kumar,Wrestling;WRE;,Men's Freestyle 57kg,Silver Medal
9,Azerbaijan,ALIYEV Haji,Wrestling;WRE;,Men's Freestyle 65kg,Silver Medal
10,Belarus,KADZIMAHAMEDAU Mahamedkhabib,Wrestling;WRE;,Men's Freestyle 74kg,Silver Medal
11,Islamic Republic of Iran,YAZDANICHARATI Hassan,Wrestling;WRE;,Men's Freestyle 86kg,Silver Medal
12,United States of America,SNYDER Kyle Frederick,Wrestling;WRE;,Men's Freestyle 97kg,Silver Medal
13,Georgia,KAJAIA Iakobi,Wrestling;WRE;,Men's Greco-Roman 130kg,Silver Medal
14,Japan,FUMITA Kenichiro,Wrestling;WRE;,Men's Greco-Roman 60kg,Silver Medal
15,Ukraine,NASIBOV Parviz,Wrestling;WRE;,Men's Greco-Roman 67kg,Silver Medal
16,Kyrgyzstan,MAKHMUDOV Akzhol,Wrestling;WRE;,Men's Greco-Roman 77kg,Silver Medal
17,Hungary,LORINCZ Viktor,Wrestling;WRE;,Men's Greco-Roman 87kg,Silver Medal
18,Armenia,ALEKSANYAN Artur,Wrestling;WRE;,Men's Greco-Roman 97kg,Silver Medal
19,People's Republic of China,SUN Yanan,Wrestling;WRE;,Women's Freestyle 50kg,Silver Medal
0,People's Republic of China,PANG Qianyu,Wrestling;WRE;,Women's Freestyle 53kg,Silver Medal
1,Belarus,KURACHKINA Iryna,Wrestling;WRE;,Women's Freestyle 57kg,Silver Medal
2,Kyrgyzstan,TYNYBEKOVA Aisuluu,Wrestling;WRE;,Women's Freestyle 62kg,Silver Medal
3,Nigeria,OBORUDUDU Blessing,Wrestling;WRE;,Women's Freestyle 68kg,Silver Medal
4,United States of America,GRAY Adeline Maria,Wrestling;WRE;,Women's Freestyle 76kg,Silver Medal
5,Serbia,DOMOVIC BULUT Dusan,3x3 Basketball;BK3;,Men,Bronze Medal
6,Serbia,MAJSTOROVIC Dejan,3x3 Basketball;BK3;,Men,Bronze Medal
7,Serbia,RATKOV Aleksandar,3x3 Basketball;BK3;,Men,Bronze Medal
8,Serbia,VASIC Mihailo,3x3 Basketball;BK3;,Men,Bronze Medal
9,People's Republic of China,WAN Jiyuan,3x3 Basketball;BK3;,Women,Bronze Medal
10,People's Republic of China,WANG Lili,3x3 Basketball;BK3;,Women,Bronze Medal
11,People's Republic of China,YANG Shuyu,3x3 Basketball;BK3;,Women,Bronze Medal
12,People's Republic of China,ZHANG Zhiting,3x3 Basketball;BK3;,Women,Bronze Medal
13,Japan,FURUKAWA Takaharu,Archery;ARC;,Men's Individual,Bronze Medal
14,Japan,FURUKAWA Takaharu,Archery;ARC;,Men's Team,Bronze Medal
15,Japan,KAWATA Yuki,Archery;ARC;,Men's Team,Bronze Medal
16,Japan,MUTO Hiroki,Archery;ARC;,Men's Team,Bronze Medal
17,Italy,BOARI Lucilla,Archery;ARC;,Women's Individual,Bronze Medal
18,Germany,KROPPEN Michelle,Archery;ARC;,Women's Team,Bronze Medal
19,Germany,SCHWARZ Charline,Archery;ARC;,Women's Team,Bronze Medal
0,Germany,UNRUH Lisa,Archery;ARC;,Women's Team,Bronze Medal
1,Mexico,ALVAREZ Luis,Archery;ARC;,Mixed Team,Bronze Medal
2,Mexico,VALENCIA Alejandra,Archery;ARC;,Mixed Team,Bronze Medal
3,ROC,NAGORNYY Nikita,Artistic Gymnastics;GAR;,Men's All-Around,Bronze Medal
4,People's Republic of China,XIAO Ruoteng,Artistic Gymnastics;GAR;,Men's Floor Exercise,Bronze Medal
5,ROC,NAGORNYY Nikita,Artistic Gymnastics;GAR;,Men's Horizontal Bar,Bronze Medal
6,Turkey,ARICAN Ferhat,Artistic Gymnastics;GAR;,Men's Parallel Bars,Bronze Medal
7,Japan,KAYA Kazuma,Artistic Gymnastics;GAR;,Men's Pommel Horse,Bronze Medal
8,Greece,PETROUNIAS Eleftherios,Artistic Gymnastics;GAR;,Men's Rings,Bronze Medal
9,Armenia,DAVTYAN Artur,Artistic Gymnastics;GAR;,Men's Vault,Bronze Medal
10,People's Republic of China,LIN Chaopan,Artistic Gymnastics;GAR;,Men's Team,Bronze Medal
11,People's Republic of China,SUN Wei,Artistic Gymnastics;GAR;,Men's Team,Bronze Medal
12,People's Republic of China,XIAO Ruoteng,Artistic Gymnastics;GAR;,Men's Team,Bronze Medal
13,People's Republic of China,ZOU Jingyuan,Artistic Gymnastics;GAR;,Men's Team,Bronze Medal
14,ROC,MELNIKOVA Angelina,Artistic Gymnastics;GAR;,Women's All-Around,Bronze Medal
15,United States of America,BILES Simone,Artistic Gymnastics;GAR;,Women's Balance Beam,Bronze Medal
16,Japan,MURAKAMI Mai,Artistic Gymnastics;GAR;,Women's Floor Exercise,Bronze Medal
17,ROC,MELNIKOVA Angelina,Artistic Gymnastics;GAR;,Women's Floor Exercise,Bronze Medal
18,United States of America,LEE Sunisa,Artistic Gymnastics;GAR;,Women's Uneven Bars,Bronze Medal
19,Republic of Korea,YEO Seojeong,Artistic Gymnastics;GAR;,Women's Vault,Bronze Medal
0,Great Britain,GADIROVA Jennifer,Artistic Gymnastics;GAR;,Women's Team,Bronze Medal
1,Great Britain,GADIROVA Jessica,Artistic Gymnastics;GAR;,Women's Team,Bronze Medal
2,Great Britain,KINSELLA Alice,Artistic Gymnastics;GAR;,Women's Team,Bronze Medal
3,Great Britain,MORGAN Amelie,Artistic Gymnastics;GAR;,Women's Team,Bronze Medal
4,Ukraine,FIEDINA Marta,Artistic Swimming;SWA;,Duet,Bronze Medal
5,Ukraine,SAVCHUK Anastasiya,Artistic Swimming;SWA;,Duet,Bronze Medal
6,Ukraine,ALEKSIIVA Maryna,Artistic Swimming;SWA;,Team,Bronze Medal
7,Ukraine,ALEKSIIVA Vladyslava,Artistic Swimming;SWA;,Team,Bronze Medal
8,Ukraine,FIEDINA Marta,Artistic Swimming;SWA;,Team,Bronze Medal
9,Ukraine,REZNIK Kateryna,Artistic Swimming;SWA;,Team,Bronze Medal
10,Ukraine,SAVCHUK Anastasiya,Artistic Swimming;SWA;,Team,Bronze Medal
11,Ukraine,SHYNKARENKO Alina,Artistic Swimming;SWA;,Team,Bronze Medal
12,Ukraine,SYDORENKO Kseniya,Artistic Swimming;SWA;,Team,Bronze Medal
